LAWSON	256	119053	40.36	73.84	20.74	0.43	0.65	2.15	2.2	235	115186	3867	3.4%	-21
JACOBS	257	118614	40.21	74.28	16.71	0.59	3.75	2.16	2.52	233	115540	3074	2.7%	-24
OBRIEN	258	118557	40.19	93.85	1.29	0.76	0.37	1.42	2.32	234	115385	3172	2.7%	-24
LYNCH	259	117708	39.9	82.3	11.74	0.59	1.07	1.78	2.52	237	114448	3260	2.8%	-22
SINGH	260	116749	39.58	4.29	4.48	82.77	1.15	4.81	2.5	396	72642	44107	60.7%	136
VEGA	261	116673	39.55	5.53	0.56	0.73	0.22	0.29	92.68	318	87728	28945	33.0%	57
BISHOP	262	116618	39.53	84.44	10.14	0.61	0.57	1.86	2.37	238	114034	2584	2.3%	-24
MONTGOMERY	263	115953	39.31	67.86	26.23	0.59	0.61	2.37	2.35	246	112144	3809	3.4%	-17
OLIVER	264	115900	39.29	64.19	27.45	0.68	0.74	2.43	4.52	248	111641	4259	3.8%	-16
JENSEN	265	115679	39.22	93.97	0.44	0.73	0.82	1.4	2.64	244	112332	3347	3.0%	-21
HARVEY	266	115662	39.21	68	25	0.52	1.71	2.25	2.52	247	112136	3526	3.1%	-19
WILLIAMSON	267	114959	38.97	77.17	17.41	0.5	0.7	1.94	2.27	245	112216	2743	2.4%	-22
GILBERT	268	114940	38.97	77.8	15.92	0.57	0.69	2.04	2.98	243	112406	2534	2.3%	-25
DEAN	269	114030	38.66	76.61	16.82	1.06	0.68	2.2	2.63	250	109230	4800	4.4%	-19
SIMS	270	113374	38.43	54.29	39.89	0.41	0.55	2.62	2.24	254	107244	6130	5.7%	-16
ESPINOZA	271	112154	38.02	4.03	0.23	0.38	0.27	0.17	94.91	360	79322	32832	41.4%	89
HOWELL	272	112041	37.98	79.48	15.08	0.46	0.72	1.8	2.46	249	109634	2407	2.2%	-23
LI	273	111786	37.9	1.49	0.19	96.78	0.02	0.89	0.63	519	57786	54000	93.4%	246
WONG	274	111371	37.76	3.48	0.79	86.49	0.04	5.2	4	277	99392	11979	12.1%	3
REID	275	111360	37.75	59.83	34.1	0.61	0.56	2.28	2.62	263	104007	7353	7.1%	-12
HANSON	276	111144	37.68	92.11	2.85	0.7	0.67	1.55	2.11	251	109079	2065	1.9%	-25
LE	277	110967	37.62	1.49	0.23	95.59	0.03	1.92	0.75	368	77453	33514	43.3%	91
MCCOY	278	110744	37.54	66.88	26.71	0.46	0.89	2.43	2.64	258	106481	4263	4.0%	-20
GARRETT	279	110697	37.53	69.96	24.45	0.44	0.6	2.34	2.2	253	107777	2920	2.7%	-26
BURTON	280	110529	37.47	67.32	27.06	0.53	0.51	2.25	2.34	255	107158	3371	3.1%	-25
FULLER	281	110116	37.33	73.22	21.06	0.6	0.63	2.16	2.33	256	106682	3434	3.2%	-25
WANG	282	109883	37.25	2.59	0.29	95.24	0.02	1.5	0.35	438	67570	42313	62.6%	156
WEBER	283	109433	37.1	94.29	1.29	0.63	0.36	1.25	2.18	252	107866	1567	1.5%	-31
WELCH	284	108987	36.95	83.47	10.44	0.54	1.11	1.9	2.55	259	105804	3183	3.0%	-25
ROJAS	285	108421	36.76	4.12	0.37	0.76	0.12	0.16	94.46	393	73071	35350	48.4%	108
LUCAS	286	107690	36.51	69.1	18.51	1.63	0.52	2.19	8.05	275	100417	7273	7.2%	-11
MARQUEZ	287	107533	36.45	5.1	0.54	2.83	0.37	0.46	90.7	357	79951	27582	34.5%	70
FIELDS	288	107522	36.45	57.66	35.78	0.39	1.24	2.66	2.28	264	103242	4280	4.1%	-24
PARK	289	106696	36.17	23.34	0.79	72.98	0.16	1.74	1	343	81890	24806	30.3%	54
YANG	290	106033	35.95	1.03	0.2	96.81	0.02	1.5	0.45	397	72627	33406	46.0%	107
LITTLE	291	105936	35.91	70.11	24.26	0.44	1.26	1.93	2.01	266	102718	3218	3.1%	-25
BANKS	292	105833	35.88	39.27	54.51	0.36	0.43	2.98	2.45	278	99294	6539	6.6%	-14
PADILLA	293	105365	35.72	6.15	0.4	2.1	0.79	0.41	90.16	345	81805	23560	28.8%	52
DAY	294	105091	35.63	83.08	10.44	1.02	1.08	1.97	2.4	271	101676	3415	3.4%	-23
WALSH	295	105079	35.62	94.48	1.11	0.65	0.23	1.35	2.2	265	103216	1863	1.8%	-30
BOWMAN	296	105007	35.6	80.82	13.62	0.48	0.8	2.05	2.23	268	102239	2768	2.7%	-28
SCHULTZ	297	104888	35.56	94.81	0.7	0.59	0.41	1.28	2.22	261	104962	-74	-0.1%	-36
LUNA	298	104518	35.43	8.15	0.4	1.84	0.41	0.41	88.78	378	76127	28391	37.3%	80
FOWLER	299	104515	35.43	81.41	12.89	0.48	0.96	2.1	2.16	267	102620	1895	1.8%	-32
MEJIA	300	104057	35.28	3.37	0.45	1.33	0.14	0.2	94.51	448	66534	37523	56.4%	148
